organization_id,sector,services,specific_services,lga_name,wards,days_and_hours_of_operation,target_group,service_fees,referrals_receive,referrals_make,additional_information
4,Protection,Protection,community based advocacy initiatives,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,case management,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,case management,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,case management,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,awareness raising and sensitization.,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,awareness raising and sensitization.,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,awareness raising and sensitization.,Madagali,Gulak,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,case management,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,case management,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,case management,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,case management,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,case management,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,case management,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,case management,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,case management,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,case management,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,awareness raising and sensitization.,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,awareness raising and sensitization.,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,awareness raising and sensitization.,Askira - Uba,Lassa,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,awareness raising and sensitization.,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,awareness raising and sensitization.,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,awareness raising and sensitization.,Askira - Uba,Sabon Gari,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,awareness raising and sensitization.,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,awareness raising and sensitization.,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,awareness raising and sensitization.,Askira - Uba,Askira Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,Case identification and referrals,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,individual protection assistance,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,trainings and capacity builidng,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,community based advocacy initiatives,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,protection monitoring,Madagali,Kirchinga,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Madagali,Madagali Town,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,Phone call,Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,email,Services are not fully elaborated where specified
4,Protection,Protection,psychosocial support services,Madagali,Duhu,Monday - Friday (8:30am - 5pm),All groups,Free,Internal and external referral forms at protection safe spaces and protection mobile desks,and in person (referral form),Services are not fully elaborated where specified
